行业,企业名称,统一社会信用代码,烟尘（千克）,二氧化硫（千克）,氮氧化物（千克）,年份,月份
"化工	","龙星化工股份有限公司	","91130500769806003D	","1084.367714	","1842.799000	","9505.633100	",2023,10
"火电	","隆尧天唯热电有限公司	","91130525758926624M	","61.802500	","328.511000	","878.316000	",2023,10
"新型建材	","隆尧县盛昌制砖厂	","91130525077487793N	","4.696900	","44.192300	","27.095800	",2023,10
"新型建材	","隆尧县兴瑞建筑材料有限公司	","91130525096741224H	","50.567800	","72.009800	","96.548200	",2023,10
"其他具体行业	","隆尧县亚旭制砖厂	","911305255968148807	","0.000000	","0.000000	","0.000000	",2023,10
"新型建材	","隆尧县占召制砖厂（普通合伙）	","911305250872529128	","0.000000	","0.000000	","0.000000	",2023,10
"石灰和石膏制造	","内丘县明磊石灰厂	","911305235809747597	","1.226000	","1.772229	","232.746867	",2023,10
"其他具体行业	","南宫市聚纯炭素有限公司	","91130581056508428J	","0.214000	","29.589000	","8.597000	",2023,10
"其他服务类	","南宫市联森热力有限公司	","91130581MA09WU9X9X	","32.550499	","27.863131	","527.751422	",2023,10
"新型建材	","南和县长恒建材有限公司	","91130527566184304R	","0.000000	","0.000000	","0.000000	",2023,10
"玻璃	","南和县长红玻璃有限公司	","91130527795485485G	","52.516000	","40.694000	","2363.483000	",2023,10
"新型建材	","南和县顺发建材有限公司	","911305273296582112	","0.000000	","0.000000	","0.000000	",2023,10
"其他具体行业	","宁晋县峰永建筑材料有限公司	","91130528347679358E	","0.000000	","0.000000	","0.000000	",2023,10
"生活垃圾焚烧	","宁晋县嘉伟环保科技有限公司	","91130528MA0E6DXD45	","105.745000	","355.380000	","2154.585000	",2023,10
"新型建材	","宁晋县佑良建筑材料有限公司	","911305283363328778	","0.016000	","0.007000	","0.031000	",2023,10
"其他具体行业	","宁晋县元帮热力有限公司	","91130528MA08DKFC3K	","0.000000	","0.000000	","0.000000	",2023,10
"新型建材	","平乡县百盛新型建材有限公司	","91130532336288562Y	","30.932800	","72.913300	","555.474100	",2023,10
"新型建材	","平乡县鼎旺建筑材料厂	","91130532MA07TMTJ1B	","12.828000	","153.053218	","286.358307	",2023,10
"新型建材	","平乡县工盛新型材料有限公司	","91130532347726070M	","21.864000	","44.526024	","630.053218	",2023,10
"新型建材	","平乡县金通新型建筑材料有限公司	","91130532MA07PA7P6D	","39.867000	","20.682822	","714.317584	",2023,10
"新型建材	","平乡县磊鑫新型建材有限公司	","91130532336355016F	","14.365000	","130.718280	","153.564338	",2023,10
"新型建材	","平乡县岭东新型建材有限公司	","911305323585243004	","0.000000	","0.000000	","0.000000	",2023,10
"橡胶	","平乡县仕畅橡胶制品有限公司	","91130532MA0D4FEF34	","11.948555	","0.000000	","0.000000	",2023,10
"其他具体行业	","清河县万顺热力供应有限公司	","91130534MA07KU9W3D	","3.779930	","27.110326	","192.695775	",2023,10
"新型建材	","清河县永正新型建材厂	","92130534MA08MX8B5R	","0.000000	","0.000000	","0.000000	",2023,10
"新型建材	","任县大宋乡机制砖厂	","91130526107442191N	","0.000000	","0.000000	","0.000000	",2023,10
"新型建材	","任县冯村砖厂	","92130526MA0AEJPW5D	","0.000000	","0.000000	","0.000000	",2023,10
"新型建材	","任县龙发空心砖生产有限公司	","91130526058179760R	","0.000000	","0.000000	","0.000000	",2023,10
"生活垃圾焚烧	","沙河海创环保科技有限责任公司	","91130582MA0E03PJ2H	","399.168200	","1042.796100	","4988.225800	",2023,10
"玻璃	","沙河市安全实业有限公司	","9113058272879435X3	","1034.948700	","893.547300	","8395.466000	",2023,10
"玻璃	","沙河市长城玻璃有限公司	","91130582789805526T	","488.388000	","165.461000	","5706.427000	",2023,10
"玻璃	","沙河市鸿昇玻璃有限公司	","911305827603268207	","135.785900	","279.060000	","1054.369000	",2023,10
"玻璃	","沙河市金东玻璃有限公司	","91130582765192534N	","0.000000	","0.000000	","0.000000	",2023,10
"玻璃	","沙河市金茂压花玻璃厂高村线	","911305825782327054	","23.910200	","49.252000	","191.504000	",2023,10
"新型建材	","沙河市润龙建材有限公司	","91130582MA07UFPP19	","0.000000	","0.000000	","0.000000	",2023,10
"水泥	","沙河市双基水泥有限公司	","91130582692070893J	","231.006000	","54.746000	","1182.013000	",2023,10
"玻璃	","沙河市四环玻璃有限公司	","91130582760303661X	","13.487200	","57.953700	","128.462400	",2023,10
"化工	","沙河市永福糠醛厂	","91130582732896244W	","8.171800	","27.561000	","94.067000	",2023,10
"其他具体行业	","沙河市永固建材有限责任公司	","91130582308105247Q	","10.109000	","142.829000	","347.993000	",2023,10
"玻璃	","沙河市正鑫玻璃有限公司	","91130582566187011T	","33.920000	","62.316300	","132.560600	",2023,10
"其他具体行业	","沙河市中建新型建材有限公司	","91130582MA07M05H4B	","13.593000	","59.318000	","394.161000	",2023,10
"橡胶	","威县昊源橡塑制品有限公司	","91130533582409614T	","46.265100	","0.000000	","0.000000	",2023,10
"橡胶	","威县佳美橡塑制品有限公司	","91130533674654713T	","63.124300	","0.000000	","0.000000	",2023,10
"新型建材	","威县庆升建材加工厂	","92130533MA081Q625P	","42.262000	","359.161000	","979.073000	",2023,10
"生活垃圾焚烧	","威县深能环保有限公司	","91130533MA0DQ22B9R	","399.854000	","1812.072200	","4344.479900	",2023,10
"橡胶	","威县一橡橡胶制品有限公司	","92130533MA0A4TPKXY	","114.894800	","0.000000	","0.000000	",2023,10
"新型建材	","威县奕臻建筑材料有限公司	","91130533MA07NAYTX1	","0.140000	","9.260000	","9.207000	",2023,10
"其他具体行业	","邢台德贵纳米材料科技有限公司	","91130521MA07UEDU38	","81.456000	","342.971000	","1083.007000	",2023,10
"钢铁	","邢台钢铁有限责任公司	","91130500105783910L	","4397.364100	","7765.334500	","12969.976500	",2023,10
"火电	","邢台国泰发电有限责任公司	","91130500752441650E	","1180.891200	","10293.693200	","20691.073400	",2023,10
"橡胶	","邢台国运工贸有限公司	","9113052668433326XK	","4.793800	","0.000000	","0.000000	",2023,10
"化工	","邢台恒源化工集团有限公司	","911305007158695947	","0.000000	","0.000000	","0.000000	",2023,10
"造纸及纸制品业	","邢台鸿鑫泰纸业有限公司	","91130501MABLURRB58	","0.000000	","0.000000	","146.207000	",2023,10
"其他具体行业	","邢台嘉泰环保科技有限公司	","9113058134782800X8	","25.570613	","33.213994	","864.018139	",2023,10
"水泥	","邢台建德水泥有限公司	","911305216892502367	","202.359400	","123.421700	","3169.248300	",2023,10
"化工	","邢台金丰能源科技有限公司	","911305237589086297	","417.631400	","960.285700	","2021.923000	",2023,10
"新型建材	","邢台金牛玻纤有限责任公司	","91130502677360913Y	","10.514000	","31.260000	","80.849000	",2023,10
"其他具体行业	","邢台金沙河面业有限责任公司	","91130527799564308G	","78.676300	","133.968700	","315.804400	",2023,10
"水泥	","邢台金隅冀东水泥有限公司	","911305226992296922	","54.616300	","362.159100	","4040.595300	",2023,10
"水泥	","邢台金隅冀东水泥有限公司牛山分公司	","911305220849570874	","145.839200	","211.832800	","3964.605900	",2023,10
"水泥	","邢台金隅咏宁水泥有限公司	","91130582308286885G	","529.167500	","140.892000	","4432.241000	",2023,10
"其他具体行业	","邢台聚隆燃气有限责任公司（隆尧热源站）	","911305000911098953	","0.000000	","0.000000	","0.000000	",2023,10
"其他具体行业	","邢台劳特斯新材料科技有限公司	","91130581MA0EDCKP5G	","260.395449	","67.198739	","73.056482	",2023,10
"其他具体行业	","邢台民源纸业有限公司	","91130501MA0E8E888P	","0.000000	","0.000000	","0.000000	",2023,10
"化工	","邢台庆华再生资源利用有限公司	","9113052255909655XK	","0.000000	","0.000000	","0.000000	",2023,10
"其他具体行业	","邢台荣鑫热力有限公司	","91130525MA0A32NY2C	","8.092500	","115.833700	","744.586300	",2023,10
"其他具体行业	","邢台市福德纸业有限公司	","91130501MA0EN6693G	","0.000000	","0.000000	","145.334000	",2023,10
"固体废物处理厂	","邢台市嘉德恒信医疗废物处置有限公司	","91130526693493521N	","0.000000	","0.000000	","0.000000	",2023,10
"新型建材	","邢台市金泳新型建材有限公司	","91130501MAC7GBENXR	","9.727401	","27.932807	","88.650166	",2023,10
"化工	","邢台市茂新化工产品有限公司	","911305305909673848	","51.878297	","787.808178	","1382.643980	",2023,10
"橡胶	","邢台市双雄橡胶制品有限公司	","91130529561994367K	","0.000000	","0.000000	","0.000000	",2023,10
"其他具体行业	","邢台市新锦纸业有限公司	","91130501MA7N8T409J	","0.000000	","0.000000	","412.012000	",2023,10
"新型建材	","邢台市众源建筑材料有限公司	","91130506MA07MXWR82	","0.000000	","0.000000	","0.000000	",2023,10
"铸造	","邢台曙光轧辊有限公司	","9113050174153056XD	","63.462658	","0.000000	","0.000000	",2023,10
"铸造	","邢台顺企机械有限公司	","91130523050990591T	","0.000000	","0.000000	","0.000000	",2023,10
"其他具体行业	","邢台松赫环保科技有限公司	","91130530MA0CFDYF49	","131.281526	","337.156994	","1838.910329	",2023,10
"其他具体行业	","邢台通利光缆材料科技有限公司	","91130521559089640X	","0.000000	","0.000000	","0.000000	",2023,10
"新型建材	","邢台县马河育才煤矸石烧结多孔砖厂	","92130521MA08HJNW7P	","0.000000	","0.000000	","0.000000	",2023,10
"其他具体行业	","邢台县旭东工贸有限责任公司	","911305217777387419	","0.000000	","0.000000	","0.000000	",2023,10
"其他具体行业	","邢台新翔金属材料科技股份有限公司	","911305007651704236	","8.455900	","11.244200	","344.920600	",2023,10
"化工	","邢台旭阳化工有限公司	","91130500092858396H	","80.987000	","953.395000	","3442.521100	",2023,10
"化工	","邢台旭阳煤化工有限公司	","91130500787010754W	","96.185000	","468.350000	","882.328600	",2023,10
"其他具体行业	","邢台跃晟橡胶制品有限公司	","91130529MA0DF0AD0G	","1.613810	","0.000000	","0.000000	",2023,10
"水泥	","邢台中联水泥有限公司	","91130523772796993X	","13.807500	","0.000000	","0.000000	",2023,10
"石灰和石膏制造	","邢台中邱石灰有限责任公司	","91130523560462297H	","1.567000	","1.796358	","52.604985	",2023,10
"橡胶	","优科豪马轮胎工业(邢台)有限公司	","91130500567354539P	","0.000000	","0.000000	","80.400300	",2023,10
"橡胶	","优科豪马轮胎工业（河北）有限公司	","91130500789814078H	","0.000000	","0.000000	","0.000000	",2023,10
"火电	","玉锋实业集团有限公司	","91130528601068705W	","877.865400	","1981.699200	","7951.061300	",2023,10
"铸造	","远大阀门集团有限公司	","91130525721609633G	","11.486000	","0.000000	","0.000000	",2023,10
"铸造	","中钢集团邢台机械轧辊有限公司	","91130500105780461T	","1299.262200	","0.000000	","43.360200	",2023,10
"其他具体行业	","中环寰慧（南宫）节能热力有限公司	","91130581069428451H	","21.862000	","61.335000	","283.903000	",2023,10
"热力生产和供应	","中煤科工邢台清洁能源有限公司	","91130534MA0FE4X40L	","15.493619	","93.015885	","156.821531	",2023,10
"化工	","柏乡君和化工有限公司	","91130524766632810X	","9.847000	","77.736000	","150.948700	",2023,11
"其他具体行业	","柏乡县昌华热力有限公司	","91130524398865687N	","75.983000	","33.347000	","340.888000	",2023,11
"工业园区	","柏乡县晨光热力有限公司	","91130524MA08KUMQ80	","66.637000	","15.575000	","297.348000	",2023,11
"其他具体行业	","柏乡县宏港热力有限公司	","91130524MA08KY3A7X	","36.516600	","24.238400	","901.793100	",2023,11
"生物发电	","柏乡县热华能源科技有限公司	","91130524MA08UFDX19	","96.908000	","29.190000	","747.677000	",2023,11
"新型建材	","柏乡县拥军新型墙体砖制造有限公司	","911305243360021223	","0.000000	","0.000000	","0.000000	",2023,11
"钢铁	","德龙钢铁有限公司	","911305007575188644	","6704.063000	","15236.370000	","47537.468000	",2023,11
"橡胶	","广宗县昌盛橡塑制品厂	","92130531MA08WA9A50	","6.697328	","0.000000	","0.000000	",2023,11
"新型建材	","广宗县广远建材有限公司	","911305313479883884	","0.000000	","0.000000	","0.000000	",2023,11
"橡胶	","广宗县恒升橡胶制品厂	","92130531MA0CX6U3XE	","27.200694	","0.000000	","0.000000	",2023,11
"橡胶	","广宗县吉达橡胶有限公司	","91130531MA07K2NB4Q	","346.362000	","0.000000	","0.000000	",2023,11
"橡胶	","广宗县金海橡胶制品厂	","92130531MA08W9BE8H	","15.884960	","0.000000	","0.000000	",2023,11
"火电	","广宗县金腾热力有限公司	","91130531058191890F	","112.933000	","230.160000	","216.502000	",2023,11
"橡胶	","广宗县盛乾车业有限责任公司	","91130531MA0DWQMN2C	","11.365992	","0.000000	","0.000000	",2023,11
"热力生产和供应	","广宗县万热力达供热有限公司	","911305310982923628	","62.421000	","1002.445000	","1186.167000	",2023,11
"橡胶	","广宗县艺康橡塑厂	","91130531M0A93MC249	","4.344310	","0.000000	","0.000000	",2023,11
"火电	","国家电投集团宁晋热电有限公司	","91130528078773783A	","135.600000	","314.679000	","148.856000	",2023,11
"生物发电	","国能南宫生物发电有限公司	","9113058168928142X4	","50.958000	","7170.649000	","933.840000	",2023,11
"生物发电	","国能威县生物发电有限公司	","91130533789843063T	","0.000000	","0.000000	","0.000000	",2023,11
"热力生产和供应	","河北安米诺氨基酸科技有限责任公司清河热力供应处	","91130534MA0DXJ1K09	","10.928137	","6.788236	","121.198767	",2023,11
"电力	","河北崇羌热力有限公司	","91130533570057850D	","415.214000	","712.974000	","3211.863000	",2023,11
"玻璃	","河北德金玻璃有限公司	","91130582777729036T	","952.517000	","2502.814000	","8683.600000	",2023,11
"固体废物处理厂	","河北德谦环保科技有限公司	","91130500567357035L	","0.000000	","0.000000	","0.000000	",2023,11
"陶瓷	","河北德尚瓷业有限公司	","91130525575546258E	","3.774000	","60.012000	","100.692000	",2023,11
"玻璃	","河北东兴玻璃有限公司	","91130582782599045W	","52.931500	","111.514100	","542.670100	",2023,11
"橡胶	","河北丰融塑胶制品有限公司	","911305335836369589	","4.718400	","0.000000	","0.000000	",2023,11
"化肥	","河北高盛化肥有限公司	","911305325576968850	","1.745000	","0.000000	","0.000000	",2023,11
"新型建材	","河北和睦建筑材料有限公司	","91130528347646329H	","0.000000	","0.000000	","0.000000	",2023,11
"化工	","河北宏光玻璃材料有限公司	","911305826690505445	","10.595000	","48.196000	","76.090000	",2023,11
"新型建材	","河北宏谦建材有限公司	","91130526347884300C	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","河北宏旺桥耐火材料有限公司	","91130522MA07KKP49G	","0.000000	","0.000000	","0.000000	",2023,11
"其他具体行业	","河北鸿图锌业有限公司	","91130522777748528P	","3.234000	","1.299000	","5.092000	",2023,11
"其他具体行业	","河北鸿源再生资源回收有限公司	","91130535MA09MH5E8J	","1.287200	","1.300000	","15.009300	",2023,11
"橡胶	","河北互为橡胶科技有限公司	","91130529MA0D6CGM6E	","6.045000	","0.000000	","0.000000	",2023,11
"玻璃	","河北冀中新材料有限公司	","91130582MA0DN1UP2N	","32.091810	","27.706480	","954.120500	",2023,11
"化工	","河北建滔能源发展有限公司	","91130500752420462K	","50.939400	","861.414300	","737.985800	",2023,11
"火电	","河北建投沙河发电有限责任公司	","91130582687024809Y	","4692.450400	","31600.534000	","41869.609000	",2023,11
"火电	","河北健民淀粉糖业有限公司	","911305287415091621	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","河北金舵岩棉制品有限公司	","9113052258967738XQ	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","河北金冠建材有限公司	","91130527067015848J	","0.000000	","0.000000	","0.000000	",2023,11
"玻璃	","河北金宏阳太阳能科技股份有限公司	","91130500561968599W	","75.193000	","294.547300	","1971.509100	",2023,11
"水泥	","河北金隆水泥集团有限公司	","911305256010575637	","63.936000	","0.000000	","0.000000	",2023,11
"化工	","河北金牛旭阳化工有限公司	","91130521673215778U	","23.738000	","7.309000	","406.213000	",2023,11
"其他具体行业	","河北金沙河面业集团有限责任公司	","911305827009444834	","11.695700	","317.679000	","286.992000	",2023,11
"生活垃圾焚烧	","河北锦宝石循环资源开发集团有限公司	","91130524MA09YJWJ1J	","127.643000	","810.922900	","3115.275400	",2023,11
"其他具体行业	","河北锦好热力有限公司	","911305240849607026	","0.000000	","0.000000	","0.000000	",2023,11
"化工	","河北九木生物科技有限公司	","91130533073708691M	","0.000000	","0.000000	","0.000000	",2023,11
"其他具体行业	","河北凯山新能源科技有限公司	","911305825689412410	","12.440000	","70.010000	","111.229000	",2023,11
"化工	","河北康丰木业有限公司	","91130506588190000A	","15.808600	","38.225000	","189.393000	",2023,11
"化工	","河北六合化工有限公司	","91130528336171508M	","0.000000	","11.522000	","0.000000	",2023,11
"化工	","河北茂盛农业科技开发股份有限公司	","91130500757525175J	","5.530000	","20.709000	","52.015000	",2023,11
"其他具体行业	","河北镁神科技股份有限公司	","911305316610547945	","0.000000	","0.000000	","0.000000	",2023,11
"其他具体行业	","河北镁泰镁质材料有限公司	","911305310954895067	","2.748000	","0.680000	","9.329000	",2023,11
"火电	","河北宁纺集团有限责任公司	","911305286014275874	","10.875000	","94.271000	","135.729000	",2023,11
"其他具体行业	","河北宁鸣清洁能源有限公司平乡县分公司	","91130532MAE1B58590	","0.317000	","0.876000	","22.824000	",2023,11
"其他具体行业	","河北商耐新材料科技有限公司	","91130522MA0989PX2C	","15.265000	","180.048000	","644.977000	",2023,11
"化工	","河北深茂新材料科技有限公司	","9113050667030656X9	","114.326600	","149.552400	","559.720400	",2023,11
"化肥	","河北胜丰肥业有限公司	","911305257840988930	","25.502000	","0.000000	","0.000000	",2023,11
"化工	","河北省沙河市恒高化工有限公司	","91130582732904638D	","9.020130	","38.985000	","74.910000	",2023,11
"橡胶	","河北泰能鸿森医疗科技有限公司	","91130581054013624U	","13.670000	","224.720000	","608.520000	",2023,11
"其他具体行业	","河北特正达建筑材料有限公司	","91130528MA07K6KX63	","0.000000	","0.000000	","0.000000	",2023,11
"橡胶	","河北无双橡胶制品有限公司	","91130529MA07PEJW01	","0.000000	","0.000000	","0.000000	",2023,11
"碳素	","河北翔九石墨股份有限公司	","911305210922986910	","14.981000	","141.194000	","98.752000	",2023,11
"水泥	","河北新盈科创钙业股份有限公司	","91130500MA07K0XU82	","0.000000	","0.000000	","0.000000	",2023,11
"玻璃	","河北鑫利玻璃有限公司	","91130582779196018C	","253.004000	","198.939000	","3887.418000	",2023,11
"新型建材	","河北邢台新兴墙材有限公司	","91130521105914597F	","0.000000	","0.000000	","0.000000	",2023,11
"化工	","河北邢台冶金镁业有限公司	","9113052170078730XT	","3.416000	","2.072000	","22.481000	",2023,11
"其他具体行业	","河北邢州耐火材料有限公司	","91130522788660337M	","0.000000	","0.000000	","0.000000	",2023,11
"橡胶	","河北亿泰橡塑制品有限公司	","91130533060464958D	","0.000000	","0.000000	","0.000000	",2023,11
"橡胶	","河北禹工工程橡胶有限公司	","911305313476928191	","62.233817	","0.000000	","0.000000	",2023,11
"其他具体行业	","河北岳腾热力有限公司分厂	","91130532MA7BXHYE28	","0.000000	","0.000000	","0.000000	",2023,11
"其他具体行业	","河北云筒环保科技有限公司	","91130528MA097M8H3K	","1.550900	","2.742000	","83.229000	",2023,11
"化肥	","河北正达生态农业科技有限公司	","91130523MA0ET3R67T	","25.236900	","0.000000	","0.000000	",2023,11
"玻璃	","河北正大玻璃有限公司	","911305827603270227	","469.349000	","390.276000	","3983.258000	",2023,11
"水泥	","河北中达集团有限责任公司	","911305007006319970	","15.871100	","0.000000	","0.000000	",2023,11
"焦化	","河北中煤旭阳能源有限公司	","9113052175548818XG	","2086.893000	","3732.435000	","4383.519000	",2023,11
"其他具体行业	","河北中仁化肥集团有限公司	","911305285881780959	","0.000000	","0.000000	","0.000000	",2023,11
"固体废物处理厂	","河北中润生态环保有限公司	","91130100760317983E	","10.386400	","21.179100	","242.886800	",2023,11
"化工	","河北卓泰肥业有限公司	","91130523081305171D	","0.000000	","0.000000	","0.000000	",2023,11
"火电	","冀中能源股份有限公司东庞矿矸石热电厂	","91130500766638198R	","31.372900	","111.905000	","1986.658200	",2023,11
"火电	","冀中能源股份有限公司章村矿矸石热电厂	","91130582766631359A	","94.766300	","180.211000	","485.418000	",2023,11
"火电	","建投邢台热电有限责任公司	","911305273198198866	","2289.316300	","14134.210200	","20872.788700	",2023,11
"其他服务类	","巨鹿县奥联热力有限公司	","911305293200680982	","0.000000	","0.000000	","0.000000	",2023,11
"其他服务类	","巨鹿县德诚通热力有限公司	","91130529MA07NB6L93	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","巨鹿县滏阳新区墙体材料厂	","92130529MA0BQJLC2X	","59.135000	","168.359000	","191.636000	",2023,11
"新型建材	","巨鹿县华筑建材厂	","91130529336011141T	","0.000000	","0.000000	","0.000000	",2023,11
"生活垃圾焚烧	","巨鹿县聚力环保有限公司	","91130529070826254C	","641.226000	","4602.212500	","9468.477900	",2023,11
"新型建材	","巨鹿县强瑞墙体材料厂	","92130529MA09LDPK8G	","14.183000	","62.263000	","166.934000	",2023,11
"新型建材	","巨鹿县鑫垚墙体材料厂（普通合伙）	","91130529MA07MK2W21	","47.154000	","115.334000	","273.744000	",2023,11
"橡胶	","巨鹿县卓利程橡胶制品有限公司	","91130529087276981J	","10.703158	","0.000000	","0.000000	",2023,11
"其他具体行业	","卡博特旭阳化工（邢台）有限公司	","91130500576771211U	","147.206580	","952.954400	","2086.221100	",2023,11
"水泥	","奎山水泥有限公司	","911305256958719443	","270.850065	","579.922000	","2538.203000	",2023,11
"其他具体行业	","临城东能热力有限公司	","91130522308458560D	","5.316000	","31.135000	","192.731000	",2023,11
"其他具体行业	","临城科信耐材有限公司	","9113052268139215XP	","0.000000	","0.000000	","0.000000	",2023,11
"其他具体行业	","临城县圣火耐火材料有限公司	","91130522694698094G	","0.000000	","0.000000	","0.000000	",2023,11
"建筑及工业物料堆场	","临城县信友耐火材料有限公司	","91130522MA07TDXG8N	","4.338100	","54.907000	","219.605000	",2023,11
"热力生产和供应	","临城县阳鑫供热有限公司	","91130522MA0F19D11W	","697.065700	","6893.419400	","28471.895300	",2023,11
"水泥	","临城中联福石水泥有限公司	","911305226010809233	","0.000000	","0.000000	","0.000000	",2023,11
"水泥	","临城中联水泥有限公司	","91130522766646665Y	","0.000000	","0.000000	","0.000000	",2023,11
"电力	","临西县福皓热力有限公司	","91130535308327173T	","12.742000	","132.635000	","2897.210000	",2023,11
"其他具体行业	","临西县茂盛建材厂	","91130535MA07R7MP4U	","24.110000	","135.150000	","45.530000	",2023,11
"新型建材	","临西县盛通建材厂	","92130535MA09KM1M0L	","10.760000	","179.480000	","36.650000	",2023,11
"新型建材	","临西县兴安建材厂	","91130535347646986L	","6.080000	","107.180000	","21.860000	",2023,11
"化工	","龙星化工股份有限公司	","91130500769806003D	","789.558930	","1690.989000	","10924.047000	",2023,11
"火电	","隆尧天唯热电有限公司	","91130525758926624M	","91.512290	","822.167300	","1911.034600	",2023,11
"新型建材	","隆尧县盛昌制砖厂	","91130525077487793N	","10.460700	","120.005600	","95.751700	",2023,11
"新型建材	","隆尧县兴瑞建筑材料有限公司	","91130525096741224H	","12.407700	","7.391500	","2.659900	",2023,11
"其他具体行业	","隆尧县亚旭制砖厂	","911305255968148807	","4.960000	","54.173000	","32.045000	",2023,11
"新型建材	","隆尧县占召制砖厂（普通合伙）	","911305250872529128	","0.000000	","0.000000	","0.000000	",2023,11
"石灰和石膏制造	","内丘县明磊石灰厂	","911305235809747597	","0.000000	","0.000000	","0.000000	",2023,11
"其他具体行业	","南宫市聚纯炭素有限公司	","91130581056508428J	","0.592000	","86.546000	","38.847000	",2023,11
"其他服务类	","南宫市联森热力有限公司	","91130581MA09WU9X9X	","5.514018	","4.672376	","42.175543	",2023,11
"新型建材	","南和县长恒建材有限公司	","91130527566184304R	","5.769000	","8.480177	","109.057709	",2023,11
"玻璃	","南和县长红玻璃有限公司	","91130527795485485G	","129.342000	","91.965000	","1873.029000	",2023,11
"新型建材	","南和县顺发建材有限公司	","911305273296582112	","0.000000	","0.000000	","0.000000	",2023,11
"其他具体行业	","宁晋县峰永建筑材料有限公司	","91130528347679358E	","0.000000	","0.000000	","0.000000	",2023,11
"生活垃圾焚烧	","宁晋县嘉伟环保科技有限公司	","91130528MA0E6DXD45	","90.885000	","317.421000	","1459.986000	",2023,11
"新型建材	","宁晋县佑良建筑材料有限公司	","911305283363328778	","0.000000	","0.000000	","0.000000	",2023,11
"其他具体行业	","宁晋县元帮热力有限公司	","91130528MA08DKFC3K	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","平乡县百盛新型建材有限公司	","91130532336288562Y	","12.738600	","68.637400	","242.415900	",2023,11
"新型建材	","平乡县鼎旺建筑材料厂	","91130532MA07TMTJ1B	","8.363000	","103.244973	","242.584213	",2023,11
"新型建材	","平乡县工盛新型材料有限公司	","91130532347726070M	","12.365000	","36.641107	","348.120384	",2023,11
"橡胶	","平乡县华冠橡胶制品有限公司	","91130532598253888Q	","20.075000	","0.000000	","0.000000	",2023,11
"新型建材	","平乡县金通新型建筑材料有限公司	","91130532MA07PA7P6D	","44.432000	","33.056638	","727.299609	",2023,11
"新型建材	","平乡县磊鑫新型建材有限公司	","91130532336355016F	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","平乡县岭东新型建材有限公司	","911305323585243004	","11.690000	","203.905044	","324.176911	",2023,11
"橡胶	","平乡县仕畅橡胶制品有限公司	","91130532MA0D4FEF34	","10.988885	","0.000000	","0.000000	",2023,11
"其他具体行业	","清河县万顺热力供应有限公司	","91130534MA07KU9W3D	","1.899799	","44.044596	","189.053517	",2023,11
"新型建材	","清河县永正新型建材厂	","92130534MA08MX8B5R	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","任县大宋乡机制砖厂	","91130526107442191N	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","任县冯村砖厂	","92130526MA0AEJPW5D	","0.000000	","0.000000	","0.000000	",2023,11
"新型建材	","任县龙发空心砖生产有限公司	","91130526058179760R	","0.000000	","0.000000	","0.000000	",2023,11
"生活垃圾焚烧	","沙河海创环保科技有限责任公司	","91130582MA0E03PJ2H	","454.775000	","1329.705500	","5117.988400	",2023,11
"玻璃	","沙河市安全实业有限公司	","9113058272879435X3	","917.289000	","840.864300	","5986.405400	",2023,11
"玻璃	","沙河市长城玻璃有限公司	","91130582789805526T	","473.693000	","191.773000	","5440.424000	",2023,11
"其他具体行业	","沙河市东耀建材有限公司	","911305820657308563	","10.055541	","11.546703	","27.331238	",2023,11
"玻璃	","沙河市鸿昇玻璃有限公司	","911305827603268207	","108.575100	","301.392000	","987.036000	",2023,11
"玻璃	","沙河市金东玻璃有限公司	","91130582765192534N	","8.831330	","69.567000	","334.122000	",2023,11
"玻璃	","沙河市金茂压花玻璃厂高村线	","911305825782327054	","21.520010	","46.275000	","239.657000	",2023,11
"新型建材	","沙河市润龙建材有限公司	","91130582MA07UFPP19	","39.707700	","131.466000	","382.432000	",2023,11
"水泥	","沙河市双基水泥有限公司	","91130582692070893J	","431.693000	","103.110000	","4183.913000	",2023,11
"玻璃	","沙河市四环玻璃有限公司	","91130582760303661X	","16.984900	","66.747600	","132.776500	",2023,11
"化工	","沙河市永福糠醛厂	","91130582732896244W	","9.189500	","33.287000	","83.567000	",2023,11
"其他具体行业	","沙河市永固建材有限责任公司	","91130582308105247Q	","23.310000	","144.656000	","292.633000	",2023,11
"玻璃	","沙河市正鑫玻璃有限公司	","91130582566187011T	","15.490500	","60.783000	","116.591700	",2023,11
"其他具体行业	","沙河市中建新型建材有限公司	","91130582MA07M05H4B	","18.346000	","63.163000	","332.390000	",2023,11
"橡胶	","威县昊源橡塑制品有限公司	","91130533582409614T	","43.467800	","0.000000	","0.000000	",2023,11
"橡胶	","威县佳美橡塑制品有限公司	","91130533674654713T	","174.073200	","0.000000	","0.000000	",2023,11
"新型建材	","威县庆升建材加工厂	","92130533MA081Q625P	","8.834000	","44.108000	","178.834000	",2023,11
